date,cases_new,cluster_import,cluster_religious,cluster_community,cluster_highRisk,cluster_education,cluster_detentionCentre,cluster_workplace
2020-03-16,553,,,,,,,
2020-03-17,120,,,,,,,
2020-03-18,117,,,,,,,
2020-03-19,110,,,,,,,
2020-03-20,130,,,,,,,
2020-03-21,153,,,,,,,
2020-03-22,123,,,,,,,
2020-03-23,212,,,,,,,
2020-03-24,106,,,,,,,
2020-03-25,172,,,,,,,
2020-03-26,235,,,,,,,
2020-03-27,116,,,,,,,
2020-03-28,173,,,,,,,
2020-03-29,150,,,,,,,
2020-03-30,156,,,,,,,
2020-03-31,140,,,,,,,
2020-04-01,142,,,,,,,
2020-04-02,208,,,,,,,
2020-04-03,217,,,,,,,
2020-04-04,150,,,,,,,
2020-04-05,179,,,,,,,
2020-04-06,131,,,,,,,
2020-04-07,170,,,,,,,
2020-04-08,156,,,,,,,
2020-04-09,109,,,,,,,
2020-04-10,118,,,,,,,
2020-04-11,184,,,,,,,
2020-04-12,153,,,,,,,
2020-04-13,134,,,,,,,
2020-04-14,170,,,,,,,
2020-04-15,85,,,,,,,
2020-04-16,110,,,,,,,
2020-04-17,69,,,,,,,
2020-04-18,54,,,,,,,
2020-04-19,84,,,,,,,
2020-04-20,36,,,,,,,
2020-04-21,57,,,,,,,
2020-04-22,50,,,,,,,
2020-04-23,71,,,,,,,
2020-04-24,88,,,,,,,
2020-04-25,51,,,,,,,
2020-04-26,38,,,,,,,
2020-04-27,40,,,,,,,
2020-04-28,31,,,,,,,
2020-04-29,94,,,,,,,
2020-04-30,57,,,,,,,
2020-05-01,69,,,,,,,
2020-05-02,105,,,,,,,
2020-05-03,122,,,,,,,
2020-05-04,55,,,,,,,
2020-05-05,30,,,,,,,
2020-05-06,45,,,,,,,
2020-05-07,39,,,,,,,
2020-05-08,68,,,,,,,
2020-05-09,54,,,,,,,
2020-05-10,67,,,,,,,
2020-05-11,70,,,,,,,
2020-05-12,16,,,,,,,
2020-05-13,35,,,,,,,
2020-05-14,40,,,,,,,
2020-05-15,36,,,,,,,
2020-05-16,19,,,,,,,
2020-05-17,22,,,,,,,
2020-05-18,47,,,,,,,
2020-05-19,36,,,,,,,
2020-05-20,32,,,,,,,
2020-05-21,50,,,,,,,
2020-05-22,78,,,,,,,
2020-05-23,48,,,,,,,
2020-05-24,60,,,,,,,
2020-05-25,172,,,,,,,
2020-05-26,187,,,,,,,
2020-05-27,15,,,,,,,
2020-05-28,10,,,,,,,
2020-05-29,103,,,,,,,
2020-05-30,30,,,,,,,
2020-05-31,57,,,,,,,
2020-06-01,38,,,,,,,
2020-06-02,20,,,,,,,
2020-06-03,93,,,,,,,
2020-06-04,277,,,,,,,
2020-06-05,19,,,,,,,
2020-06-06,37,,,,,,,
2020-06-07,19,,,,,,,
2020-06-08,7,,,,,,,
2020-06-09,7,,,,,,,
2020-06-10,2,,,,,,,
2020-06-11,31,,,,,,,
2020-06-12,33,,,,,,,
2020-06-13,43,,,,,,,
2020-06-14,8,,,,,,,
2020-06-15,41,,,,,,,
2020-06-16,11,,,,,,,
2020-06-17,10,,,,,,,
2020-06-18,14,,,,,,,
2020-06-19,6,,,,,,,
2020-06-20,21,,,,,,,
2020-06-21,16,,,,,,,
2020-06-22,15,,,,,,,
2020-06-23,3,,,,,,,
2020-06-24,6,,,,,,,
2020-06-25,4,,,,,,,
2020-06-26,6,,,,,,,
2020-06-27,10,,,,,,,
2020-06-28,9,,,,,,,
2020-06-29,3,,,,,,,
2020-06-30,2,,,,,,,
2020-07-01,1,,,,,,,
2020-07-02,3,,,,,,,
2020-07-03,5,,,,,,,
2020-07-04,19,,,,,,,
2020-07-05,5,,,,,,,
2020-07-06,5,,,,,,,
2020-07-07,6,,,,,,,
2020-07-08,3,,,,,,,
2020-07-09,12,,,,,,,
2020-07-10,8,,,,,,,
2020-07-11,9,,,,,,,
2020-07-12,12,,,,,,,
2020-07-13,7,,,,,,,
2020-07-14,4,,,,,,,
2020-07-15,5,,,,,,,
2020-07-16,3,,,,,,,
2020-07-17,17,,,,,,,
2020-07-18,9,,,,,,,
2020-07-19,16,,,,,,,
2020-07-20,21,,,,,,,
2020-07-21,15,,,,,,,
2020-07-22,16,,,,,,,
2020-07-23,9,,,,,,,
2020-07-24,4,,,,,,,
2020-07-25,40,,,,,,,
2020-07-26,13,,,,,,,
2020-07-27,7,,,,,,,
2020-07-28,39,,,,,,,
2020-07-29,12,,,,,,,
2020-07-30,9,,,,,,,
2020-07-31,12,,,,,,,
2020-08-01,9,,,,,,,
2020-08-02,14,,,,,,,
2020-08-03,2,,,,,,,
2020-08-04,1,,,,,,,
2020-08-05,21,,,,,,,
2020-08-06,15,,,,,,,
2020-08-07,25,,,,,,,
2020-08-08,7,,,,,,,
2020-08-09,13,,,,,,,
2020-08-10,11,,,,,,,
2020-08-11,9,,,,,,,
2020-08-12,12,,,,,,,
2020-08-13,15,,,,,,,
2020-08-14,19,,,,,,,
2020-08-15,26,,,,,,,
2020-08-16,25,,,,,,,
2020-08-17,15,,,,,,,
2020-08-18,4,,,,,,,
2020-08-19,16,,,,,,,
2020-08-20,5,,,,,,,
2020-08-21,7,,,,,,,
2020-08-22,10,,,,,,,
2020-08-23,8,,,,,,,
2020-08-24,7,,,,,,,
2020-08-25,13,,,,,,,
2020-08-26,6,,,,,,,
2020-08-27,5,,,,,,,
2020-08-28,10,,,,,,,
2020-08-29,11,,,,,,,
2020-08-30,17,,,,,,,
2020-08-31,6,,,,,,,
2020-09-01,14,,,,,,,
2020-09-02,6,,,,,,,
2020-09-03,14,,,,,,,
2020-09-04,11,,,,,,,
2020-09-05,6,,,,,,,
2020-09-06,6,,,,,,,
2020-09-07,62,,,,,,,
2020-09-08,100,,,,,,,
2020-09-09,24,,,,,,,
2020-09-10,45,,,,,,,
2020-09-11,182,,,,,,,
2020-09-12,58,,,,,,,
2020-09-13,47,,,,,,,
2020-09-14,31,,,,,,,
2020-09-15,23,,,,,,,
2020-09-16,62,,,,,,,
2020-09-17,21,,,,,,,
2020-09-18,95,,,,,,,
2020-09-19,20,,,,,,,
2020-09-20,52,,,,,,,
2020-09-21,57,,,,,,,
2020-09-22,82,,,,,,,
2020-09-23,147,,,,,,,
2020-09-24,71,,,,,,,
2020-09-25,111,,,,,,,
2020-09-26,82,,,,,,,
2020-09-27,150,,,,,,,
2020-09-28,115,,,,,,,
2020-09-29,101,,,,,,,
2020-09-30,89,,,,,,,
2020-10-01,220,,,,,,,
2020-10-02,327,,,,,,,
2020-10-03,317,,,,,,,
2020-10-04,293,,,,,,,
2020-10-05,432,,,,,,,
2020-10-06,691,,,,,,,
2020-10-07,489,,,,,,,
2020-10-08,375,,,,,,,
2020-10-09,354,,,,,,,
2020-10-10,374,,,,,,,
2020-10-11,561,,,,,,,
2020-10-12,563,,,,,,,
2020-10-13,660,,,,,,,
2020-10-14,660,,,,,,,
2020-10-15,589,,,,,,,
2020-10-16,629,,,,,,,
2020-10-17,869,,,,,,,
2020-10-18,871,,,,,,,
2020-10-19,865,,,,,,,
2020-10-20,862,,,,,,,
2020-10-21,732,,,,,,,
2020-10-22,847,,,,,,,
2020-10-23,710,,,,,,,
2020-10-24,1228,,,,,,,
2020-10-25,823,,,,,,,
2020-10-26,1240,,,,,,,
2020-10-27,835,,,,,,,
2020-10-28,801,,,,,,,
2020-10-29,649,,,,,,,
2020-10-30,799,,,,,,,
2020-10-31,659,,,,,,,
2020-11-01,957,,,,,,,
2020-11-02,834,,,,,,,
2020-11-03,1054,,,,,,,
2020-11-04,1032,,,,,,,
2020-11-05,1009,,,,,,,
2020-11-06,1755,,,,,,,
2020-11-07,1168,,,,,,,
2020-11-08,852,,,,,,,
2020-11-09,972,,,,,,,
2020-11-10,869,,,,,,,
2020-11-11,822,,,,,,,
2020-11-12,919,,,,,,,
2020-11-13,1304,,,,,,,
2020-11-14,1114,,,,,,,
2020-11-15,1208,,,,,,,
2020-11-16,1103,,,,,,,
2020-11-17,1210,,,,,,,
2020-11-18,660,,,,,,,
2020-11-19,1290,,,,,,,
2020-11-20,958,,,,,,,
2020-11-21,1041,,,,,,,
2020-11-22,1096,,,,,,,
2020-11-23,1884,,,,,,,
2020-11-24,2188,,,,,,,
2020-11-25,970,,,,,,,
2020-11-26,935,,,,,,,
2020-11-27,1109,,,,,,,
2020-11-28,1315,,,,,,,
2020-11-29,1309,,,,,,,
2020-11-30,1212,,,,,,,
2020-12-01,1472,,,,,,,
2020-12-02,851,,,,,,,
2020-12-03,1075,,,,,,,
2020-12-04,1141,,,,,,,
2020-12-05,1123,,,,,,,
2020-12-06,1335,,,,,,,
2020-12-07,1600,,,,,,,
2020-12-08,1012,,,,,,,
2020-12-09,959,,,,,,,
2020-12-10,2234,,,,,,,
2020-12-11,1810,,,,,,,
2020-12-12,1937,,,,,,,
2020-12-13,1229,,,,,,,
2020-12-14,1371,,,,,,,
2020-12-15,1772,,,,,,,
2020-12-16,1295,,,,,,,
2020-12-17,1220,,,,,,,
2020-12-18,1683,,,,,,,
2020-12-19,1153,,,,,,,
2020-12-20,1340,,,,,,,
2020-12-21,2018,,,,,,,
2020-12-22,2062,,,,,,,
2020-12-23,1348,,,,,,,
2020-12-24,1581,,,,,,,
2020-12-25,1247,,,,,,,
2020-12-26,2335,,,,,,,
2020-12-27,1196,,,,,,,
2020-12-28,1596,,,,,,,
2020-12-29,1923,,,,,,,
2020-12-30,1870,,,,,,,
2020-12-31,2525,,,,,,,
2021-01-01,2068,0,0,35,17,0,18,671
2021-01-02,2295,0,2,30,33,0,135,882
2021-01-03,1704,0,0,41,25,0,83,432
2021-01-04,1741,0,0,47,7,0,37,518
2021-01-05,2027,0,0,30,14,0,111,590
2021-01-06,2593,0,2,21,12,0,81,1463
2021-01-07,3410,0,2,38,8,0,63,1403
2021-01-08,2260,0,0,75,10,0,131,935
2021-01-09,2451,0,1,91,7,0,327,472
2021-01-10,2433,0,7,83,13,0,86,492
2021-01-11,2232,0,5,127,12,0,197,348
2021-01-12,3309,0,4,208,16,0,439,769
2021-01-13,2985,0,10,151,6,0,296,589
2021-01-14,3337,0,1,260,12,0,153,921
2021-01-15,3211,0,15,92,20,0,12,1068
2021-01-16,4029,0,4,114,6,0,110,1168
2021-01-17,3339,0,4,140,13,0,162,937
2021-01-18,3306,0,4,135,40,0,107,854
2021-01-19,3631,0,19,170,12,0,310,513
2021-01-20,4008,0,9,225,48,0,113,966
2021-01-21,3170,0,0,157,48,0,26,346
2021-01-22,3631,0,15,177,54,0,89,538
2021-01-23,4275,0,7,211,22,0,68,595
2021-01-24,3346,0,24,211,8,0,242,537
2021-01-25,3048,0,13,102,29,0,62,505
2021-01-26,3585,0,11,209,21,0,59,414
2021-01-27,3680,0,28,124,25,0,64,1170
2021-01-28,4094,0,19,129,27,0,27,564
2021-01-29,5725,0,21,150,10,0,419,1116
2021-01-30,5728,0,11,154,9,0,132,1337
2021-01-31,5298,0,8,97,82,0,97,1349
2021-02-01,4214,0,12,89,55,0,116,917
2021-02-02,3455,0,16,62,9,0,77,1089
2021-02-03,4284,0,5,127,14,0,122,1465
2021-02-04,4571,0,11,149,14,0,237,1268
2021-02-05,3391,0,6,88,39,0,145,762
2021-02-06,3847,0,6,120,15,0,133,1020
2021-02-07,3731,0,2,138,11,0,43,1164
2021-02-08,3100,0,1,26,14,0,29,1426
2021-02-09,2764,0,1,22,10,0,51,789
2021-02-10,3288,0,0,43,23,0,63,1309
2021-02-11,3384,0,0,94,28,0,93,1388
2021-02-12,3318,0,0,36,11,0,37,1459
2021-02-13,3499,0,0,91,16,0,70,1365
2021-02-14,2464,0,11,79,3,0,54,627
2021-02-15,2176,0,0,45,9,0,64,497
2021-02-16,2720,0,0,85,11,0,57,1372
2021-02-17,2998,0,0,83,63,0,103,1302
2021-02-18,2712,0,40,35,39,0,43,1118
2021-02-19,2936,0,5,37,11,0,112,1230
2021-02-20,2461,0,20,61,3,0,298,743
2021-02-21,3297,0,7,38,8,0,124,1870
2021-02-22,2192,0,1,88,7,0,110,824
2021-02-23,2468,0,0,74,3,0,175,805
2021-02-24,3545,0,0,70,19,0,29,2338
2021-02-25,1924,0,1,76,26,0,105,442
2021-02-26,2253,0,11,140,27,0,95,863
2021-02-27,2364,0,4,157,6,0,52,801
2021-02-28,2437,0,0,114,9,0,85,1131
2021-03-01,1828,0,0,56,4,0,113,737
2021-03-02,1555,0,1,56,4,0,113,737
2021-03-03,1745,0,0,42,3,0,47,665
2021-03-04,2063,0,0,105,15,0,99,645
2021-03-05,2154,0,6,65,1,0,81,813
